公司代號,公司名稱,公司簡稱,產業類別,住址,董事長,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,簽證會計師事務所,英文簡稱,電子郵件信箱,公司網址
4161,聿新生物科技股份有限公司,聿新科,生技醫療業,350苗栗縣竹南鎮公館里中華南路188號,楊金昌,1988/6/1,102/06/26,新台幣                 10.0000元,"529,808,890","52,980,889",合併,每年,董事會,群益金鼎證券股份有限公司,資誠聯合會計師事務所,BIOPTIK,chiao@bioptik.com.tw,http://www.bioptik.com.tw/
4162,智擎生技製藥股份有限公司,智擎,生技醫療業,台北市民生東路3段10號11樓,許璋瑤,1991/8/12,101/09/18,新台幣                 10.0000元,"1,456,782,400","145,678,240",個別,每年,股東會,元大證券股份有限公司,資誠聯合會計師事務所,PEI,info@pharmaengine.com,https://www.pharmaengine.com/
4163,鐿鈦科技股份有限公司,鐿鈦,生技醫療業,台中市南屯區文山里精科路9號,鍾兆塤,1993/10/21,101/11/15,新台幣                 10.0000元,"497,901,430","49,790,143",合併,每年,股東會,台新證券股務代理部,勤業眾信聯合會計師事務所,INTAI,sp@mail.intai.com.tw,www.intai.com.tw
4167,松瑞製藥股份有限公司,松瑞藥,生技醫療業,350新竹科學園區苗栗縣竹南鎮科中路29號,漢友財務管理顧問股份有限公司代表人李香雲,1993/1/30,104/09/08,新台幣                 10.0000元,"3,173,991,070","317,399,107",合併,每年,董事會,宏遠證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,SLC,stock@saviorlifetec.com.tw,http://www.saviorlifetec.com.tw/zh/
4168,台灣醣聯生技醫藥股份有限公司,醣聯,生技醫療業,新北市汐止區新台五路一段97號8樓,張東玄,1990/2/1,101/12/18,新台幣                 10.0000元,"1,086,401,330","108,640,133",合併,每年,董事會,福邦證券股份有限公司股務代理部,資誠聯合會計師事務所,GlycoNex Inc.,mail@glyconex.com.tw,http://www.glyconex.com.tw/
4171,瑞基海洋生物科技股份有限公司,瑞基,農業科技,407台中市西屯區中部科學園區科園二路19號,劉正忠,1993/11/12,103/08/14,新台幣                 10.0000元,"574,574,690","57,457,469",合併,每年,股東會,中國信託商業銀行代理部,安侯建業聯合會計師事務所,GeneReach,genereach@gmail.com,www.genereach.com
4173,久裕企業股份有限公司,久裕,生技醫療業,新北市中和區中正路880號14樓之5,傅輝東,1969/6/2,102/10/31,新台幣                 10.0000元,"745,743,550","74,574,355",個別,每年,董事會,統一綜合證券(股)公司,安侯建業聯合會計師事務所,ARICH,tim.wang@arich.com.tw,http://www.arich.com.tw
4174,台灣浩鼎生技股份有限公司,浩鼎,生技醫療業,(115011)台北市南港區忠孝東路7段508號6樓,梁賡義,1991/4/29,104/03/23,新台幣                 10.0000元,"2,294,393,740","229,439,374",合併,每年,股東會,元富證券股份有限公司,資誠聯合會計師事務所,OBI,info@obipharma.com,http://www.obipharma.com/
4175,杏一醫療用品股份有限公司,杏一,生技醫療業,(33375)桃園市龜山區復興一路94號1、2樓,陳麗如,1981/5/7,103/04/23,新台幣                 10.0000元,"422,485,260","42,248,526",合併,每年,股東會,富邦綜合證券股份有限公司,勤業眾信聯合會計師事務所,MedFirst,ir@medfirst.com.tw,http://www.medfirst.com.tw/
4183,福永生物科技股份有限公司,福永生技,生技醫療業,(30076)新竹科學園區新竹縣寶山鄉研發三路8號,郭鳳琳,1991/10/22,106/03/09,新台幣                 10.0000元,"238,000,000","23,800,000",個別,每年,董事會,台新證券股務代理部,勤業眾信聯合會計師事務所,EPS Bio,ir@epsbio.com.tw,http://www.epsbio.com.tw/
4188,安克生醫股份有限公司,安克,生技醫療業,台北市復興北路167號5樓,李伊俐,1997/12/26,104/03/24,新台幣                 10.0000元,"533,014,000","53,301,400",合併,每年,股東會,福邦證券股份有限公司,安永聯合會計師事務所,AmCad,maureen.chang@amcad.com.tw,https://www.amcad.com.tw/
4192,杏國新藥股份有限公司,杏國,生技醫療業,宜蘭縣冬山鄉中山村中山路84號,李志文,1997/6/26,103/10/28,新台幣                 10.0000元,"351,645,000","35,164,500",合併,每年,股東會,永豐金證券股務代理部,國富浩華聯合會計師事務所,SynCore,finance@syncorebio.com,http://www.syncorebio.com
4198,欣大健康投資控股股份有限公司,欣大健康,生技醫療業,台北市內湖區新湖一路85號7樓,李沛霖,102/01/07,103/12/23,新台幣                 10.0000元,"241,080,000","24,108,000",合併,每年,股東會,中國信託商業銀行代理部,資誠聯合會計師事務所,S&S,ir@swissray.com,www.swissray.com
4205,中華食品實業股份有限公司,中華食,食品工業,高雄市大樹區龍目路110-6號,陳冠呈,1969/5/8,1988/1/31,新台幣                 10.0000元,"887,720,260","88,772,026",個別,每年,股東會,統一綜合證券股份有限公司,資誠聯合會計師事務所,CHUNG HWA,herngb@ms29.hinet.net,http://www.herngyih.com.tw/
4207,環泰企業股份有限公司,環泰,食品工業,桃園市蘆竹區南崁路265號5樓,康永明,1973/7/25,1989/1/21,新台幣                 10.0000元,"1,873,000,080","187,300,008",合併,每年,董事會,亞東證券股份有限公司,勤業眾信聯合會計師事務所,TFC,tfc@fructose.com.tw,www.fructose.com.tw
4303,信立化學工業股份有限公司,信立,塑膠工業,台南市學甲區興業路99號,張祐銘,1962/6/22,1988/3/10,新台幣                 10.0000元,"675,000,000","67,500,000",個別,每年,股東會,福邦證券股份有限公司股務代理部,安侯建業聯合會計師事務所,HSINLI,jeter@hsinli.com.tw,http://www.hsinli.com.tw
4304,勝昱科技股份有限公司,勝昱,塑膠工業,台北市內湖區港漧路221巷33號9樓,侯信立,1971/12/3,1989/1/27,新台幣                 10.0000元,"360,380,650","36,038,065",合併,每年,股東會,元大證券股份有限公司,冠恆聯合會計師事務所,SUNVIC,Internal_sale@sunvic.com.tw,www.sunvic.com.tw
4305,世坤塑膠股份有限公司,世坤,塑膠工業,台南市麻豆區麻口里麻豆口32-26號、32之27號,林璋賦,1975/10/7,1989/9/28,新台幣                 10.0000元,"550,140,000","55,014,000",個別,每年,股東會,群益金鼎證券股份有限公司,資誠聯合會計師事務所,SKP,Kelly_Lin@skp.com.tw,https://www.shihkuen.com/zh-TW
4401,東隆興業股份有限公司,東隆興,紡織纖維,新北市板橋區三民路二段31號19樓,游志成,1950/8/14,1985/5/9,新台幣                 10.0000元,"1,226,920,120","122,692,012",合併,每年,股東會,中國信託商業銀行代理部,大師聯合會計師事務所,TLTM,mickey@tloong.com.tw,http://www.tloong.com.tw
4402,福大材料科技股份有限公司,福大,紡織纖維,台中市梧棲區四維中路157巷一號一樓,唐承,1959/4/3,1986/7/23,新台幣                 10.0000元,"679,918,300","67,991,830",合併,每年,董事會,福邦證券股份有限公司,維揚聯合會計師事務所,FU TA,futa@fu-ta.com.tw,www.fu-ta.com.tw
4406,新昕纖維股份有限公司,新昕纖,紡織纖維,台北市長安西路289號10樓之4,莊育霖,1969/4/29,1988/1/14,新台幣                 10.0000元,"519,120,000","51,912,000",個別,每年,股東會,群益金鼎證券股份有限公司,安侯建業聯合會計師事務所,HSIN-SIN,jchuang@hsinsin.com.tw,www.hsinsin.com.tw
4413,飛寶企業股份有限公司,飛寶企業,紡織纖維,新北市三重市新北大道二段252號8樓,林資明,1976/10/30,1988/7/29,新台幣                 10.0000元,"313,146,890","31,314,689",合併,每年,股東會,台新證券股務代理部,廣信益群聯合會計師事務所,EST,g901228@estga.com,www.estga.com
4416,三圓建設股份有限公司,三圓,建材營造,(104)台北市南京東路二段96號8樓,王雅麟,1968/12/30,1989/5/6,新台幣                 10.0000元,"620,238,700","62,023,870",合併,每年,股東會,元大證券股份有限公司,集智聯合會計師事務所,SHANYUAN,sy4416@shanyuan.com.tw,http://www.shanyuan.com.tw
4417,金洲海洋科技股份有限公司,金洲,紡織纖維,屏東縣新園鄉港西村興安路12號,陳加仁,1962/12/24,1989/11/7,新台幣                 10.0000元,"839,713,990","83,971,399",合併,每年,股東會,凱基證券股份有限公司,勤業眾信聯合會計師事務所,KING CHOU,kingnet@mail.king-net.com.tw,http://www.king-net.com.tw
4419,皇家國際美食股份有限公司,皇家美食,紡織纖維,臺南市安平區永華路2段248號15樓之6,陳和順,1980/9/7,1990/6/26,新台幣                 10.0000元,"1,581,631,330","158,163,133",合併,每年,董事會,群益金鼎證券股務代理部,立本台灣聯合會計師事務所,KH,l1254785@ms27.hinet.net,www.ensureglobal.com.tw
4420,光明絲織廠股份有限公司,光明,紡織纖維,台北市內湖區瑞光路607號7樓,詹正田,1955/6/22,1991/4/18,新台幣                 10.0000元,"404,550,000","40,455,000",個別,每年,董事會,福邦證券股份有限公司,安侯建業聯合會計師事務所,Kwang Ming,kwmgco@ms35.hinet.net,www.kwangming.com
4430,耀億工業股份有限公司,耀億,其他,彰化縣和美鎮彰美路六段334號,王昭仁,1962/11/23,100/06/09,新台幣                 10.0000元,"562,736,090","56,273,609",合併,每年,股東會,凱基證券股份有限公司,資誠會計師事務所,YAO I,ir@yaoi.com.tw,http://www.yaoi.com.tw/
4432,銘旺實業股份有限公司,銘旺實,紡織纖維,新北市五股區中興路一段6號9樓之5,陳盈璇,1975/2/15,101/11/26,新台幣                 10.0000元,"505,890,000","50,589,000",合併,每年,股東會,永豐金證券股務代理部,資誠聯合會計師事務所,Haksport,IR@haksport.com,http://www.haksport.com/
4433,興采實業股份有限公司,興采,紡織纖維,新北市新莊區五權二路10號1樓,陳國欽,1978/3/14,103/11/03,新台幣                 10.0000元,"612,997,740","61,299,774",合併,每年,董事會,凱基證券股份有限公司,資誠聯合會計師事務所,Singtex,spokesman@singtex.com,www.singtex.com
4442,竣邦國際股份有限公司,竣邦-KY,紡織纖維,新北市中和區建一路186號14樓之4/H棟,高振芳,110/07/27,112/11/29,新台幣                 10.0000元,"275,289,380","27,528,938",合併,每年,股東會,兆豐證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,J&B-KY,ir@jb-group.com.tw,https://www.jb-group.com.tw
4502,健信科技工業股份有限公司,健信,電機機械,彰化縣線西鄉彰濱東一路3號,吳明燦,1967/6/20,1984/12/12,新台幣                 10.0000元,"580,116,860","58,011,686",合併,每年,股東會,凱基證券股份有限公司股務代理部,資誠聯合會計師事務所,RT,enco@rostawheels.com.tw,www.rostawheels.com.tw
4503,金雨企業股份有限公司,金雨,電機機械,彰化市延和里埔內街411巷101號,卓政懋,1969/6/21,1985/12/19,新台幣                 10.0000元,"603,133,260","60,313,326",合併,每年,股東會,第一金證券(股)公司,安永聯合會計師事務所,GOLD RAIN,alona@alona.com.tw,www.alona.com.tw
4506,崇友實業(股)公司,崇友,電機機械,北市南京東路二段88號13樓,唐伯龍,1963/5/30,1986/12/6,新台幣                 10.0000元,"1,770,120,000","177,012,000",合併,每年,股東會,元大證券股份有限公司,安永聯合會計師事務所,GFC,acc@gfc.com.tw,http://www.gfc.com.tw
4510,高鋒工業股份有限公司,高鋒,電機機械,台中市大雅區科雅路16號,林炎輝,1968/2/3,1987/2/24,新台幣                 10.0000元,"1,080,106,890","108,010,689",合併,每年,股東會,元富證券股份有限公司股務代理處,國富浩華聯合會計師事務所,KAFO,fin@kafo.com.tw,www.kafo.com.tw
4513,福裕事業股份有限公司,福裕,電機機械,彰化縣伸港鄉興工路34號,林聰麟,1967/4/13,1987/3/25,新台幣                 10.0000元,"1,068,803,000","106,880,300",合併,每年,股東會,群益金鼎證券(股)公司股務代理部,安永聯合會計師事務所,FALCON,overseas1@chevalier.com.tw,www.chevaliertw.com
4523,永彰科技股份有限公司,永彰,電機機械,桃園市觀音區崙坪里8鄰崙坪140號,顏明宏,1976/5/4,1988/11/22,新台幣                 10.0000元,"640,000,000","64,000,000",合併,每年,股東會,群益金鼎證券股份有限公司,建昇財稅聯合會計師事務所,Everbrite,wesley.chiang@everbrite.com.tw,www.everbrite.com.tw
4527,(方方土)霖冷凍機械股份有限公司,方方土霖,電機機械,高雄市梓官區赤崁北路300號,曾仲國,1977/4/5,1989/9/28,新台幣                 10.0000元,"761,523,700","76,152,370",合併,每年,董事會,元大證券股份有限公司,資誠聯合會計師事務所,KL,klmain@kuenling.com.tw,www.kuenling.com.tw
4528,江興鍛壓工業股份有限公司,江興鍛,電機機械,台中市西屯區協和里協和南巷3-1號,江木山,1969/9/5,1990/2/12,新台幣                 10.0000元,"841,656,950","84,165,695",合併,每年,董事會,統一綜合證券股份有限公司,安永聯合會計師事務所,CHF,chf@ch-forging.com.tw,http://www.ch-forging.com.tw
4529,淳紳股份有限公司,淳紳,其他,台北市大安區光復南路632號4樓,沈瑋,1976/11/3,1990/5/4,新台幣                 10.0000元,"845,490,960","84,549,096",合併,每年,董事會,凱基證券股份有限公司,信永中和聯合會計師事務所,EPTECH,info@eptech.tw,www.eptech.tw
4530,宏易創新國際股份有限公司,宏易,觀光餐旅,新北市林口區公園路203號4樓之1及之2,陳冠瑋,1973/9/12,1990/4/30,新台幣                 10.0000元,"494,372,760","49,437,276",合併,每年,股東會,永豐金證券股份有限公司,正風聯合會計師事務所,Honyi,wayne@honyigroup.com,www.honyigroup.com
4533,協易機械工業股份有限公司,協易機,電機機械,桃園市龜山區南上路446號,郭雅慧,1971/3/2,1991/4/26,新台幣                 10.0000元,"1,584,341,100","158,434,110",合併,每年,董事會,福邦證券股份有限公司,勤業眾信聯合會計師事務所,SEYI,spokesman@seyi.com,www.seyi.com
4534,慶騰精密科技股份有限公司,慶騰,電機機械,苗栗縣頭份市中華路487巷20號,王瑞甫,1982/2/23,1992/3/31,新台幣                 10.0000元,"867,889,480","86,788,948",合併,每年,董事會,元富(綜合)證券股份有限公司,安永聯合會計師事務所,trinity,trinity@trinity-ptc.com,www.trinity-ptc.com
4535,至興精機股份有限公司,至興,電機機械,彰化縣伸港鄉全興工業區工八路3號,吳崇儀,1977/3/17,1992/4/16,新台幣                 10.0000元,"756,617,400","75,661,740",合併,每年,股東會,元大證券股份有限公司,富鋒聯合會計師事務所,FBT,adm20@fineblanking.com.tw,www.fineblanking.com.tw
4538,大詠城機械股份有限公司,大詠城,電機機械,(50544)彰化縣鹿港鎮鹿工南六路23號,謝順民,1969/1/10,108/01/15,新台幣                 10.0000元,"575,364,010","57,536,401",個別,每年,股東會,富邦綜合證券股務代理部,資誠會計師事務所,WINSON,4538@wsmc.com.tw,www.wsmc.com.tw
4541,晟田科技工業股份有限公司,晟田,其他,高雄市路竹區北嶺二路11號,謝永昌,1980/8/15,103/07/22,新台幣                 10.0000元,"676,470,680","67,647,068",個別,每年,董事會,凱基證券股份有限公司,資誠聯合會計師事務所,Magnate,jimhuang@maicl.com,www.maicl.com
4542,科嶠工業股份有限公司,科嶠,電子零組件業,桃園市龜山區明興街308號,鄧全凱,1989/3/27,103/08/25,新台幣                 10.0000元,"322,854,000","32,285,400",合併,每年,股東會,富邦綜合證券股份有限公司,資誠聯合會計師事務所,ANT,ant-ir@asianeotech.com,http://www.asianeotech.com
